Part_ID,Category,Unit_Cost,Lead_Time_Days,Demand_Class,ABC_Class,XYZ_Class,ABC_XYZ,Avg_Monthly_Demand,Annual_Demand,Annual_Value,EOQ,Safety_Stock,ROP,Avg_Inventory,Working_Capital,Inventory_Turnover,Days_of_Supply,Stock_Status,Newsvendor_Savings,Recommended_Method,MASE,Cpk,CV
P2326,Cooling System,119.6,25,Lumpy,C,Z,CZ,0.45,5.4,647.23,4.3,2.7,3.1,4.8,579.03,1.118,322.1,Healthy,24.9,SBA,1.049,0.083,4.008
P2327,Exhaust System,96.01,15,Lumpy,C,Z,CZ,0.78,9.4,903.66,6.3,2.7,3.1,5.8,558.82,1.617,222.6,Healthy,15.81,SBA,0.629,0.113,2.948
P2328,Engine Components,498.92,26,Lumpy,A,Z,AZ,1.1,13.2,6574.03,3.3,4.1,5.0,5.7,2847.84,2.308,156.0,Excess Stock,591.66,SBA,0.955,0.137,2.428
P2329,Electrical,241.89,12,Erratic,A,Z,AZ,2.35,28.2,6829.88,6.8,2.6,3.6,6.1,1466.25,4.658,77.3,Healthy,319.51,SBA,0.802,0.308,1.081
P2330,Engine Components,400.58,58,Smooth,A,X,AX,5.96,71.5,28653.48,8.5,6.1,17.6,10.3,4133.55,6.932,51.9,Healthy,559.4,Naive,1.419,0.745,0.447
P2331,Brake System,284.15,21,Smooth,A,X,AX,7.24,86.8,24671.22,11.1,3.8,8.9,9.4,2659.33,9.277,38.8,Healthy,789.81,Naive,1.677,0.865,0.385
P2332,Engine Components,214.96,56,Erratic,B,Z,BZ,2.2,26.4,5664.7,7.0,5.0,9.1,8.5,1830.87,3.094,116.4,Healthy,321.63,SBA,1.236,0.328,1.016
P2333,Electrical,221.52,16,Intermittent,C,Z,CZ,0.65,7.8,1720.05,3.7,1.8,2.1,3.6,804.94,2.137,168.5,Healthy,109.97,Croston,0.852,0.147,2.266
P2334,Transmission,666.15,24,Smooth,A,Y,AY,5.25,63.1,42006.71,6.2,3.9,8.1,7.0,4630.67,9.071,39.7,Healthy,835.01,Naive,1.218,0.664,0.501
P2335,Engine Components,284.0,46,Intermittent,B,Z,BZ,0.82,9.9,2806.58,3.7,3.9,5.1,5.7,1626.83,1.725,208.7,Excess Stock,143.34,Croston,1.271,0.144,2.303
P2336,Brake System,163.35,10,Lumpy,C,Z,CZ,0.88,10.6,1729.54,5.1,2.6,2.9,5.2,847.78,2.04,176.5,Healthy,112.01,SBA,1.155,0.106,3.155
P2337,Suspension,124.54,19,Lumpy,C,Z,CZ,1.02,12.2,1523.84,6.3,4.1,4.7,7.2,899.33,1.694,212.5,Healthy,74.91,SBA,1.667,0.109,3.062
P2338,Brake System,239.32,10,Smooth,A,X,AX,5.29,63.5,15203.61,10.3,2.2,4.0,7.3,1756.57,8.655,41.6,Healthy,442.15,Naive,1.55,0.765,0.435
P2339,Engine Components,544.55,33,Lumpy,B,Z,BZ,0.94,11.3,6150.23,2.9,5.0,6.0,6.4,3495.8,1.759,204.6,Excess Stock,251.65,SBA,1.689,0.109,3.067
P2340,Suspension,307.78,20,Intermittent,B,Z,BZ,1.16,13.9,4272.66,4.2,2.8,3.6,4.9,1517.58,2.815,127.9,Healthy,354.02,Croston,1.123,0.184,1.806
P2341,Transmission,308.07,32,Erratic,A,Z,AZ,2.08,24.9,7683.57,5.7,4.1,6.3,6.9,2132.54,3.603,99.9,Healthy,247.55,SBA,1.338,0.288,1.155
P2342,Engine Components,306.06,31,Intermittent,C,Z,CZ,0.39,4.7,1440.27,2.5,1.9,2.3,3.1,962.4,1.497,240.6,Healthy,13.6,Croston,0.746,0.114,2.904
P2343,Engine Components,180.58,43,Erratic,B,Z,BZ,1.63,19.5,3526.69,6.6,3.9,6.2,7.2,1294.47,2.724,132.1,Healthy,209.32,SBA,1.696,0.275,1.21
P2344,Brake System,133.57,18,Smooth,A,X,AX,5.43,65.2,8705.53,14.0,3.1,6.4,10.1,1350.27,6.447,55.8,Healthy,153.64,Naive,1.336,0.737,0.451
P2345,Cooling System,113.96,22,Intermittent,C,Z,CZ,0.69,8.2,938.51,5.4,1.9,2.4,4.6,520.77,1.802,199.8,Healthy,84.47,Croston,0.613,0.171,1.946
P2346,Electrical,242.78,9,Lumpy,B,Z,BZ,1.02,12.2,2970.47,4.5,2.4,2.7,4.6,1128.59,2.632,136.8,Healthy,204.95,SBA,1.401,0.127,2.617
P2347,Electrical,192.73,19,Lumpy,C,Z,CZ,0.65,7.8,1496.53,4.0,3.2,3.6,5.2,1004.54,1.49,241.6,Healthy,134.69,SBA,0.694,0.088,3.783
P2348,Brake System,164.73,26,Intermittent,C,Z,CZ,0.24,2.8,465.13,2.6,1.2,1.4,2.5,419.14,1.11,324.4,Healthy,41.86,Croston,0.602,0.097,3.428
P2349,Electrical,267.72,13,Erratic,A,Y,AY,2.47,29.6,7937.04,6.7,2.6,3.7,6.0,1599.51,4.962,72.5,Healthy,255.42,SBA,0.795,0.336,0.989
P2350,Engine Components,680.08,25,Intermittent,B,Z,BZ,0.75,8.9,6080.75,2.3,2.4,3.0,3.5,2383.02,2.552,141.1,Excess Stock,148.57,Croston,1.491,0.158,2.107
P2351,Electrical,261.7,9,Intermittent,B,Z,BZ,1.06,12.7,3325.17,4.4,1.8,2.1,4.0,1051.49,3.162,113.8,Healthy,29.36,Croston,1.27,0.175,1.902
P2352,Fuel System,122.6,17,Lumpy,C,Z,CZ,0.37,4.5,548.11,3.8,1.9,2.1,3.8,461.03,1.189,302.8,Healthy,49.33,SBA,1.127,0.083,4.012
P2353,Electrical,85.83,20,Smooth,B,Y,BY,2.2,26.4,2261.95,11.1,1.9,3.4,7.4,638.67,3.542,101.6,Healthy,65.21,Naive,1.014,0.516,0.644
P2354,Fuel System,34.77,15,Intermittent,C,Z,CZ,0.69,8.2,286.37,9.7,2.0,2.3,6.8,237.42,1.206,298.5,Healthy,2.99,Croston,0.732,0.135,2.457
P2355,Transmission,599.35,45,Lumpy,A,Z,AZ,1.0,12.0,7192.16,2.8,6.3,7.8,7.7,4644.01,1.549,232.5,Excess Stock,479.72,SBA,0.658,0.106,3.144
P2356,Engine Components,239.4,48,Lumpy,C,Z,CZ,0.65,7.8,1858.87,3.6,4.7,5.7,6.5,1559.44,1.192,302.0,Dead Stock,152.57,SBA,1.514,0.095,3.5
P2357,Fuel System,81.01,23,Erratic,B,Z,BZ,2.33,28.0,2268.38,11.8,3.8,5.6,9.7,787.73,2.88,125.0,Healthy,85.59,SBA,0.842,0.291,1.144
P2358,Engine Components,542.43,27,Lumpy,A,Z,AZ,1.69,20.2,10976.25,3.9,5.6,7.1,7.6,4099.76,2.677,134.5,Excess Stock,987.86,SBA,1.278,0.156,2.138
P2359,Suspension,280.12,10,Lumpy,B,Z,BZ,1.31,15.8,4416.05,4.7,2.8,3.2,5.2,1446.84,3.052,117.9,Healthy,397.44,SBA,0.683,0.149,2.238
P2360,Engine Components,592.63,30,Erratic,A,Z,AZ,2.37,28.5,16872.52,4.4,4.5,6.9,6.7,3994.53,4.224,85.2,Excess Stock,179.42,SBA,1.424,0.286,1.165
P2361,Engine Components,272.53,38,Smooth,A,X,AX,5.47,65.6,17890.8,9.8,4.1,11.1,9.0,2460.71,7.271,49.5,Healthy,622.89,Naive,0.74,0.818,0.407
P2362,Suspension,208.1,17,Lumpy,B,Z,BZ,1.2,14.4,2986.81,5.3,3.9,4.6,6.5,1361.43,2.194,164.1,Healthy,268.81,SBA,1.015,0.126,2.644
P2363,Brake System,214.73,11,Intermittent,C,Z,CZ,0.0,0.0,0.0,0.4,0.0,0.0,0.2,46.34,0.0,999.0,Dead Stock,0.0,Croston,1.247,0.0,999.0
P2364,Suspension,438.23,14,Intermittent,B,Z,BZ,0.67,8.0,3505.83,2.7,2.0,2.3,3.3,1451.55,2.415,149.1,Healthy,44.96,Croston,1.083,0.127,2.618
P2365,Electrical,208.64,13,Lumpy,C,Z,CZ,0.57,6.8,1423.66,3.6,2.5,2.7,4.3,893.78,1.593,226.0,Healthy,128.13,SBA,1.757,0.083,4.02
P2366,Engine Components,829.96,48,Smooth,A,X,AX,7.39,88.7,73622.24,6.5,4.6,16.5,7.9,6553.36,11.234,32.0,Healthy,1070.92,Naive,1.015,0.999,0.301
P2367,Engine Components,711.75,32,Smooth,A,X,AX,9.84,118.1,84070.27,8.1,5.4,15.9,9.5,6763.47,12.43,29.0,Healthy,1606.86,Naive,1.798,0.999,0.325
P2368,Electrical,173.03,11,Smooth,A,X,AX,13.65,163.8,28336.18,19.5,4.2,9.2,13.9,2403.19,11.791,30.5,Healthy,422.87,Naive,1.493,0.999,0.306
P2369,Brake System,97.81,15,Lumpy,C,Z,CZ,1.39,16.7,1633.94,8.3,3.5,4.2,7.6,748.17,2.184,164.8,Healthy,12.78,SBA,1.657,0.153,2.172
P2370,Transmission,566.68,50,Lumpy,A,Z,AZ,1.16,13.9,7866.81,3.1,5.9,7.8,7.5,4226.56,1.861,193.4,Excess Stock,554.56,SBA,1.753,0.139,2.399
P2371,Electrical,181.33,6,Intermittent,C,Z,CZ,0.43,5.2,938.63,3.4,0.8,0.9,2.5,449.25,2.089,172.3,Healthy,5.69,Croston,1.309,0.134,2.483
P2372,Exhaust System,128.38,22,Lumpy,C,Z,CZ,0.86,10.4,1329.14,5.7,3.5,4.1,6.3,810.48,1.64,219.5,Healthy,119.62,SBA,1.657,0.116,2.858
P2373,Transmission,469.38,53,Erratic,A,Z,AZ,2.16,25.9,12148.72,4.7,6.0,9.8,8.3,3898.99,3.116,115.5,Excess Stock,178.09,SBA,1.691,0.264,1.263
P2374,Suspension,266.18,11,Intermittent,B,Z,BZ,0.69,8.2,2192.04,3.5,1.6,1.8,3.3,889.84,2.463,146.1,Healthy,94.06,Croston,1.61,0.144,2.317
P2375,Electrical,105.62,18,Lumpy,C,Z,CZ,0.31,3.8,397.64,3.8,1.6,1.8,3.5,369.0,1.078,334.1,Healthy,35.79,SBA,0.786,0.083,4.017
P2376,Brake System,187.81,20,Smooth,B,Y,BY,2.57,30.8,5789.0,8.1,2.3,4.0,6.3,1185.48,4.883,73.7,Healthy,174.62,Naive,1.779,0.508,0.655
P2377,Brake System,99.33,7,Smooth,A,X,AX,5.86,70.4,6988.01,16.8,2.2,3.5,10.6,1052.53,6.639,54.2,Healthy,268.42,Naive,1.51,0.711,0.468
P2378,Exhaust System,159.8,22,Intermittent,C,Z,CZ,0.96,11.5,1842.42,5.4,2.4,3.1,5.1,815.2,2.26,159.3,Healthy,150.74,Croston,1.225,0.186,1.785
P2379,Suspension,132.45,24,Lumpy,C,Z,CZ,1.24,14.8,1963.42,6.7,4.4,5.4,7.7,1024.03,1.917,187.8,Healthy,42.27,SBA,0.614,0.138,2.413
P2380,Exhaust System,48.17,21,Lumpy,C,Z,CZ,1.22,14.6,702.71,11.0,4.3,5.1,9.8,470.29,1.494,240.9,Dead Stock,63.24,SBA,0.797,0.131,2.546
P2381,Exhaust System,102.62,18,Intermittent,C,Z,CZ,1.2,14.4,1472.87,7.5,2.4,3.1,6.1,629.46,2.34,153.9,Healthy,94.94,Croston,0.622,0.212,1.571
P2382,Exhaust System,137.04,22,Erratic,B,Z,BZ,1.92,23.1,3159.93,8.2,3.1,4.5,7.2,982.37,3.217,111.9,Healthy,126.38,SBA,1.619,0.294,1.133
P2383,Fuel System,105.98,20,Lumpy,C,Z,CZ,0.49,5.9,623.4,4.7,2.7,3.0,5.0,534.88,1.165,308.9,Healthy,0.0,SBA,1.268,0.081,4.087
P2384,Suspension,167.93,38,Lumpy,B,Z,BZ,1.94,23.3,3911.88,7.4,7.2,9.6,10.9,1829.46,2.138,168.4,Healthy,136.87,SBA,0.847,0.167,1.995
P2385,Brake System,198.5,21,Intermittent,B,Z,BZ,1.14,13.6,2708.9,5.2,2.2,3.0,4.8,953.34,2.841,126.7,Healthy,98.07,Croston,1.007,0.239,1.393
P2386,Electrical,108.91,11,Intermittent,C,Z,CZ,0.78,9.4,1025.08,5.9,1.7,2.0,4.6,504.12,2.033,177.0,Healthy,26.63,Croston,1.537,0.154,2.162
P2387,Brake System,301.54,21,Lumpy,A,Z,AZ,2.45,29.4,8868.78,6.2,5.7,7.4,8.8,2666.26,3.326,108.2,Healthy,183.05,SBA,1.444,0.196,1.695
P2388,Electrical,259.73,7,Smooth,A,X,AX,14.61,175.3,45529.67,16.4,2.6,6.0,10.8,2804.19,16.236,22.2,Healthy,947.82,Naive,0.872,0.999,0.222
P2389,Transmission,476.3,28,Lumpy,B,Z,BZ,0.51,6.1,2913.86,2.3,3.5,4.0,4.7,2224.9,1.31,274.9,Dead Stock,180.35,SBA,1.339,0.076,4.367
P2390,Transmission,380.34,54,Smooth,A,X,AX,11.31,135.8,51636.23,11.9,8.2,28.6,14.2,5406.47,9.551,37.7,Healthy,1303.19,Naive,0.951,0.999,0.33
P2391,Brake System,247.71,8,Erratic,B,Z,BZ,2.1,25.2,6236.5,6.4,2.2,2.8,5.4,1333.44,4.677,77.0,Healthy,164.41,SBA,1.292,0.27,1.232
P2392,Engine Components,177.06,40,Erratic,B,Z,BZ,1.82,21.9,3874.43,7.0,4.3,6.7,7.8,1375.09,2.818,127.8,Healthy,116.96,SBA,0.847,0.271,1.227
P2393,Suspension,245.16,19,Intermittent,B,Z,BZ,0.96,11.5,2826.55,4.3,2.6,3.2,4.7,1160.71,2.435,147.8,Healthy,30.7,Croston,0.948,0.163,2.04
P2394,Engine Components,397.87,48,Erratic,A,Z,AZ,2.63,31.5,12544.62,5.6,6.6,10.8,9.4,3727.53,3.365,107.0,Excess Stock,331.69,SBA,0.633,0.278,1.199
P2395,Fuel System,195.3,23,Intermittent,C,Z,CZ,0.8,9.6,1884.06,4.4,2.1,2.8,4.4,850.99,2.214,162.6,Healthy,11.99,Croston,0.744,0.18,1.844
P2396,Brake System,48.3,14,Erratic,C,Z,CZ,2.47,29.6,1431.98,15.7,3.1,4.3,10.9,528.65,2.709,132.9,Healthy,14.86,SBA,1.553,0.297,1.12
P2397,Engine Components,557.42,41,Erratic,A,Z,AZ,2.41,28.9,16132.52,4.6,5.5,8.8,7.8,4333.01,3.723,96.7,Excess Stock,1045.91,SBA,1.32,0.281,1.185
P2398,Engine Components,695.87,36,Lumpy,A,Z,AZ,1.16,13.9,9660.3,2.8,5.8,7.2,7.2,5020.46,1.924,187.1,Dead Stock,804.46,SBA,0.631,0.12,2.783
P2399,Electrical,145.07,8,Erratic,B,Z,BZ,2.61,31.3,4539.99,9.3,2.4,3.1,7.0,1017.27,4.463,80.7,Healthy,165.6,SBA,0.843,0.312,1.069
P2400,Electrical,40.38,18,Intermittent,C,Z,CZ,1.02,12.2,494.01,11.0,2.1,2.7,7.6,308.4,1.602,224.7,Healthy,5.1,Croston,1.531,0.203,1.642
P2401,Brake System,312.43,27,Intermittent,B,Z,BZ,1.04,12.5,3896.15,4.0,2.6,3.6,4.6,1448.92,2.689,133.9,Healthy,259.15,Croston,0.79,0.204,1.628
P2402,Engine Components,531.77,55,Smooth,A,X,AX,15.0,180.0,95719.26,11.6,8.7,36.2,14.5,7714.04,12.408,29.0,Healthy,1806.83,Naive,0.979,0.999,0.26
P2403,Suspension,299.53,38,Lumpy,B,Z,BZ,1.45,17.4,5215.39,4.8,6.0,7.9,8.4,2524.37,2.066,174.2,Excess Stock,452.46,SBA,1.157,0.149,2.24
P2404,Brake System,110.07,7,Lumpy,C,Z,CZ,1.16,13.9,1528.0,7.1,2.6,2.8,6.1,671.98,2.274,158.3,Healthy,71.66,SBA,1.45,0.12,2.778
P2405,Electrical,144.68,8,Lumpy,B,Z,BZ,1.65,19.8,2859.49,7.4,2.9,3.3,6.6,954.75,2.995,120.2,Healthy,90.11,SBA,0.716,0.16,2.075
P2406,Electrical,130.44,20,Lumpy,B,Z,BZ,1.55,18.6,2424.6,7.6,5.1,6.1,8.9,1155.51,2.098,171.6,Healthy,24.97,SBA,1.616,0.136,2.443
P2407,Brake System,65.6,7,Smooth,C,Y,CY,2.63,31.5,2068.21,13.9,1.3,1.9,8.2,538.61,3.84,93.8,Healthy,47.52,Naive,1.557,0.543,0.612
P2408,Engine Components,228.24,39,Lumpy,C,Z,CZ,0.43,5.2,1181.48,3.0,3.3,3.9,4.9,1107.89,1.066,337.6,Excess Stock,106.33,SBA,1.047,0.08,4.138
P2409,Body Parts,299.62,26,Smooth,A,X,AX,9.14,109.6,32852.07,12.1,4.4,12.3,10.4,3129.31,10.498,34.3,Healthy,647.03,Naive,1.226,0.999,0.314
P2410,Suspension,153.53,32,Lumpy,C,Z,CZ,0.86,10.4,1589.48,5.2,4.6,5.5,7.2,1103.19,1.441,249.9,Healthy,64.87,SBA,1.314,0.106,3.131
P2411,Transmission,307.23,52,Lumpy,B,Z,BZ,0.8,9.6,2963.84,3.5,5.4,6.8,7.2,2205.99,1.344,267.9,Excess Stock,266.75,SBA,1.525,0.107,3.106
P2412,Engine Components,522.12,28,Lumpy,B,Z,BZ,0.94,11.3,5896.88,2.9,4.9,5.8,6.4,3315.69,1.778,202.4,Excess Stock,530.72,SBA,0.923,0.102,3.262
P2413,Suspension,359.81,22,Lumpy,A,Z,AZ,1.63,19.5,7026.9,4.7,4.8,6.0,7.1,2570.88,2.733,131.7,Excess Stock,424.47,SBA,1.447,0.159,2.1
P2414,Engine Components,195.65,15,Erratic,B,Z,BZ,1.78,21.4,4189.31,6.6,2.1,3.0,5.4,1058.62,3.957,91.0,Healthy,103.67,SBA,0.815,0.328,1.013
P2415,Suspension,284.96,28,Erratic,A,Y,AY,2.16,25.9,7375.31,6.0,2.7,4.7,5.7,1626.97,4.533,79.4,Healthy,264.65,SBA,1.608,0.423,0.786
P2416,Cooling System,47.88,19,Smooth,B,X,BX,8.67,104.0,4979.68,29.5,3.9,9.4,18.6,891.73,5.584,64.5,Healthy,76.79,Naive,1.178,0.972,0.342
P2417,Brake System,55.03,17,Smooth,A,X,AX,11.94,143.3,7885.02,32.3,4.5,11.3,20.7,1137.31,6.933,51.9,Healthy,132.23,Naive,1.015,0.999,0.306
P2418,Engine Components,188.87,35,Intermittent,C,Z,CZ,0.65,7.8,1466.54,4.1,2.9,3.7,4.9,934.28,1.57,229.3,Healthy,33.36,Croston,0.901,0.131,2.539
P2419,Engine Components,764.78,28,Lumpy,A,Z,AZ,1.65,19.8,15115.63,3.2,5.4,7.0,7.0,5383.1,2.808,128.2,Excess Stock,1360.41,SBA,1.294,0.16,2.075
P2420,Brake System,77.44,16,Intermittent,C,Z,CZ,1.24,14.8,1147.97,8.8,2.1,2.8,6.5,505.23,2.272,158.4,Healthy,86.42,Croston,0.658,0.23,1.448
P2421,Engine Components,183.28,54,Lumpy,B,Z,BZ,1.29,15.5,2846.18,5.8,6.8,9.1,9.7,1782.91,1.596,225.5,Excess Stock,256.16,SBA,0.985,0.14,2.387
P2422,Engine Components,472.73,40,Erratic,A,Z,AZ,1.92,23.1,10900.65,4.4,4.8,7.4,7.0,3320.18,3.283,109.7,Excess Stock,271.7,SBA,0.701,0.252,1.319
P2423,Transmission,664.2,29,Lumpy,A,Z,AZ,1.71,20.5,13596.49,3.5,6.4,8.0,8.1,5395.56,2.52,142.9,Excess Stock,283.76,SBA,1.414,0.144,2.308
P2424,Suspension,162.34,37,Lumpy,C,Z,CZ,0.51,6.1,993.13,3.9,3.7,4.4,5.7,920.86,1.078,333.8,Healthy,66.77,SBA,1.002,0.083,4.006
P2425,Brake System,160.97,7,Intermittent,C,Z,CZ,0.31,3.8,606.01,3.1,0.7,0.8,2.2,358.0,1.693,212.7,Healthy,54.54,Croston,1.255,0.119,2.787
P2426,Fuel System,32.39,23,Intermittent,C,Z,CZ,1.33,16.0,518.17,14.1,2.3,3.3,9.3,301.34,1.72,209.4,Healthy,11.63,Croston,0.804,0.281,1.185
P2427,Engine Components,480.97,44,Smooth,A,X,AX,5.35,64.2,30895.3,7.3,4.6,12.5,8.3,3993.4,7.737,46.5,Healthy,1121.73,Naive,1.301,0.764,0.436
P2428,Cooling System,116.64,18,Intermittent,C,Z,CZ,0.75,8.9,1042.92,5.5,2.0,2.5,4.8,559.95,1.863,193.3,Healthy,57.98,Croston,1.733,0.155,2.14
P2429,Brake System,202.0,16,Smooth,A,X,AX,6.71,80.5,16255.01,12.6,3.4,7.0,9.7,1960.14,8.293,43.4,Healthy,231.77,Naive,1.342,0.791,0.421
P2430,Fuel System,86.5,11,Erratic,C,Z,CZ,1.82,21.9,1892.8,10.1,1.9,2.6,7.0,603.72,3.135,114.8,Healthy,21.39,SBA,1.18,0.31,1.073
P2431,Electrical,100.67,18,Erratic,B,Z,BZ,2.29,27.5,2771.38,10.5,4.0,5.4,9.2,926.71,2.991,120.4,Healthy,102.04,SBA,1.108,0.245,1.36
P2432,Exhaust System,51.53,24,Erratic,C,Z,CZ,1.84,22.1,1139.65,13.1,3.5,5.0,10.0,516.72,2.206,163.2,Healthy,76.74,SBA,1.476,0.26,1.282
P2433,Body Parts,153.71,24,Intermittent,C,Z,CZ,0.35,4.2,651.0,3.3,1.8,2.1,3.5,537.77,1.211,297.4,Healthy,58.59,Croston,0.664,0.094,3.541
P2434,Brake System,72.36,12,Erratic,C,Z,CZ,1.94,23.3,1685.59,11.3,3.1,3.9,8.8,635.87,2.651,135.8,Healthy,94.51,SBA,1.684,0.216,1.542
P2435,Cooling System,144.99,13,Intermittent,C,Z,CZ,0.53,6.4,921.11,4.2,1.6,1.8,3.6,528.46,1.743,206.5,Healthy,25.67,Croston,1.64,0.123,2.706
P2436,Brake System,310.73,23,Smooth,A,Y,AY,2.98,35.8,11113.0,6.8,2.5,4.8,5.9,1834.37,6.058,59.4,Healthy,143.57,Naive,0.664,0.569,0.585
P2437,Brake System,311.77,12,Erratic,A,Z,AZ,3.12,37.4,11663.88,6.9,4.3,5.5,7.7,2416.06,4.828,74.6,Healthy,347.13,SBA,0.939,0.252,1.321
P2438,Brake System,282.89,14,Erratic,A,Z,AZ,2.73,32.7,9252.32,6.8,4.0,5.3,7.4,2107.37,4.39,82.0,Healthy,557.85,SBA,1.388,0.252,1.322
P2439,Suspension,294.31,21,Intermittent,B,Z,BZ,0.63,7.5,2215.97,3.2,2.1,2.5,3.7,1081.42,2.049,175.7,Healthy,56.22,Croston,1.182,0.138,2.403
P2440,Engine Components,666.54,27,Lumpy,A,Z,AZ,1.14,13.6,9096.28,2.9,4.1,5.2,5.6,3717.51,2.447,147.1,Excess Stock,818.67,SBA,1.552,0.142,2.336
P2441,Electrical,92.72,16,Erratic,B,Z,BZ,2.14,25.6,2378.1,10.5,3.3,4.4,8.5,790.93,3.007,119.7,Healthy,61.28,SBA,0.787,0.261,1.274
P2442,Suspension,306.0,19,Smooth,A,X,AX,12.24,146.8,44928.07,13.9,4.7,12.4,11.6,3544.44,12.676,28.4,Healthy,1169.94,Naive,1.577,0.999,0.291
P2443,Transmission,450.61,40,Lumpy,B,Z,BZ,1.1,13.2,5937.41,3.4,5.9,7.4,7.6,3430.39,1.731,208.0,Excess Stock,169.44,SBA,0.718,0.118,2.83
P2444,Exhaust System,109.71,21,Intermittent,C,Z,CZ,0.59,7.1,774.44,5.1,1.5,1.9,4.0,439.81,1.761,204.4,Healthy,7.62,Croston,1.401,0.183,1.818
P2445,Suspension,355.53,40,Erratic,A,Z,AZ,3.29,39.5,14054.0,6.7,7.5,11.9,10.9,3861.18,3.64,98.9,Excess Stock,1003.13,SBA,1.126,0.277,1.203
P2446,Brake System,122.53,13,Lumpy,C,Z,CZ,1.16,13.9,1700.97,6.7,3.0,3.5,6.3,777.8,2.187,164.6,Healthy,64.87,SBA,0.902,0.14,2.38
P2447,Brake System,132.46,15,Lumpy,C,Z,CZ,1.31,15.8,2088.21,6.9,3.6,4.2,7.0,930.14,2.245,160.4,Healthy,38.79,SBA,1.646,0.142,2.338
P2448,Engine Components,831.46,23,Lumpy,A,Z,AZ,2.18,26.1,21715.8,3.5,5.9,7.6,7.7,6412.62,3.386,106.3,Excess Stock,836.27,SBA,1.392,0.176,1.895
P2449,Engine Components,191.44,23,Lumpy,B,Z,BZ,2.31,27.8,5315.2,7.6,6.0,7.7,9.8,1868.56,2.845,126.6,Healthy,195.05,SBA,0.775,0.186,1.786
P2450,Brake System,178.55,22,Intermittent,C,Z,CZ,0.78,9.4,1680.47,4.6,2.2,2.8,4.5,809.38,2.076,173.4,Healthy,32.98,Croston,1.107,0.164,2.025
P2451,Brake System,296.02,13,Lumpy,B,Z,BZ,1.45,17.4,5154.23,4.9,3.3,3.9,5.7,1697.88,3.036,118.6,Healthy,58.58,SBA,1.8,0.158,2.107
P2452,Cooling System,121.55,11,Erratic,B,Z,BZ,1.86,22.4,2717.1,8.6,2.2,2.9,6.5,791.49,3.433,104.9,Healthy,55.85,SBA,0.689,0.278,1.198
P2453,Electrical,161.16,11,Intermittent,C,Z,CZ,0.63,7.5,1213.43,4.3,1.5,1.7,3.6,584.02,2.078,173.3,Healthy,53.23,Croston,0.734,0.142,2.34
P2454,Brake System,113.68,9,Intermittent,C,Z,CZ,0.65,7.8,882.69,5.2,1.3,1.5,3.9,445.91,1.98,181.9,Dead Stock,34.39,Croston,1.183,0.148,2.245
P2455,Electrical,107.94,6,Lumpy,C,Z,CZ,0.59,7.1,761.92,5.1,1.5,1.6,4.0,436.53,1.745,206.3,Healthy,68.57,SBA,0.79,0.097,3.436
P2456,Engine Components,777.96,56,Lumpy,A,Z,AZ,1.51,18.1,14094.8,3.1,8.3,11.2,9.9,7677.6,1.836,196.1,Excess Stock,855.93,SBA,0.818,0.135,2.459
P2457,Suspension,278.1,24,Intermittent,B,Z,BZ,1.02,12.2,3402.57,4.2,2.5,3.4,4.6,1291.97,2.634,136.7,Healthy,59.63,Croston,1.061,0.196,1.699
P2458,Electrical,152.86,9,Lumpy,B,Z,BZ,1.16,13.9,2122.09,6.0,2.7,3.0,5.7,868.3,2.444,147.3,Healthy,63.47,SBA,1.318,0.13,2.558
P2459,Suspension,98.84,21,Lumpy,C,Z,CZ,0.59,7.1,697.67,5.3,3.2,3.7,5.9,585.33,1.192,302.0,Healthy,62.79,SBA,1.194,0.083,4.014
P2460,Suspension,66.25,13,Intermittent,C,Z,CZ,0.88,10.6,701.48,8.0,2.1,2.4,6.1,401.6,1.747,206.1,Healthy,9.64,Croston,0.823,0.154,2.16
P2461,Filters,43.66,13,Lumpy,C,Z,CZ,1.41,16.9,739.59,12.5,3.6,4.3,9.9,430.88,1.716,209.7,Healthy,33.94,SBA,1.034,0.14,2.381
P2462,Fuel System,94.74,13,Intermittent,C,Z,CZ,1.27,15.3,1449.0,8.0,1.8,2.3,5.8,549.52,2.637,136.5,Healthy,96.16,Croston,1.376,0.258,1.291
P2463,Electrical,176.04,14,Intermittent,C,Z,CZ,0.33,4.0,704.17,3.0,1.1,1.3,2.6,459.93,1.531,235.1,Dead Stock,41.54,Croston,1.542,0.113,2.951
P2464,Electrical,38.89,17,Erratic,C,Z,CZ,2.12,25.4,988.15,16.2,3.3,4.5,11.4,443.57,2.228,161.6,Healthy,44.54,SBA,1.074,0.263,1.267
P2465,Electrical,196.98,16,Lumpy,B,Z,BZ,1.06,12.7,2502.75,5.1,3.3,3.9,5.9,1155.34,2.166,166.2,Healthy,225.25,SBA,0.93,0.127,2.614
P2466,Engine Components,837.3,36,Lumpy,C,Z,CZ,0.18,2.1,1773.11,1.0,2.2,2.5,2.8,2303.85,0.77,467.8,Dead Stock,159.58,SBA,1.54,0.047,7.071
P2467,Brake System,203.31,19,Smooth,A,X,AX,6.9,82.8,16838.68,12.8,3.1,7.5,9.5,1924.06,8.752,41.1,Healthy,240.84,Naive,0.947,0.976,0.341
